page_id,book,family,correctable_index,role,spans,span_chars,min_conf,clean,parsed,accepted,reason,outside_segments,outside_edits,changed_spans,changed_chars,seconds
book-18-p0398,18,B,28,body,1,6,0.498623,1,1,1,,0,0,0,0,18.77
book-18-p0398,18,B,29,body,3,7,0.290717,1,0,0,unparsed,0,0,0,0,53.75
book-18-p0457,18,B,12,body,1,3,0.596241,1,1,1,,0,0,0,0,17.76
book-18-p0488,18,B,10,body,1,5,0.519991,0,1,1,,0,0,1,1,31.46
book-18-p0488,18,B,16,body,1,2,0.449536,0,1,1,,0,0,1,2,23.67
book-18-p0488,18,B,28,body,1,5,0.343966,0,1,1,,0,0,1,3,28.41
book-18-p0488,18,B,29,body,1,5,0.468047,1,0,0,unparsed,0,0,0,0,70.06
book-18-p0514,18,B,10,body,1,10,0.570579,0,1,1,,0,0,1,1,27.82
book-18-p0514,18,B,24,body,1,9,0.583507,0,1,1,,0,0,1,3,34.65
book-18-p0524,18,B,14,body,1,5,0.453808,0,1,1,,0,0,1,1,38.20
book-18-p0524,18,B,20,body,1,2,0.589863,1,1,1,,0,0,0,0,56.31
book-18-p0537,18,B,14,body,1,8,0.395756,0,1,1,,0,0,1,1,46.09
book-18-p0537,18,B,21,body,1,4,0.322371,1,1,1,,0,0,0,0,49.61
book-18-p0537,18,B,26,body,1,4,0.200151,1,1,1,,0,0,1,1,59.71
book-18-p0537,18,B,28,body,2,9,0.309028,0,1,1,,0,0,1,1,39.66
book-18-p0552,18,B,1,body,1,8,0.483769,0,1,1,,0,0,1,4,49.53
book-18-p0552,18,B,4,body,1,5,0.523614,0,1,1,,0,0,1,1,63.76
book-18-p0552,18,B,15,body,1,5,0.552756,0,1,1,,0,0,1,2,20.96
book-18-p0621,18,B,5,body,1,4,0.203387,1,0,0,unparsed,0,0,0,0,49.35
book-18-p0621,18,B,17,body,1,4,0.514189,0,1,1,,0,0,1,2,37.81
book-18-p0725,18,B,1,body,1,2,0.183164,0,1,1,,0,0,1,1,65.15
book-18-p0725,18,B,2,body,1,3,0.299518,1,1,1,,0,0,0,0,17.22
book-18-p0725,18,B,15,body,1,2,0.340348,0,1,1,,0,0,1,2,51.02
book-18-p0727,18,B,0,body,1,8,0.596392,1,1,1,,0,0,0,0,41.25
book-18-p0727,18,B,2,body,1,5,0.549344,0,1,1,,0,0,1,1,37.10
book-18-p0727,18,B,16,body,1,4,0.492825,1,1,1,,0,0,0,0,30.75
book-18-p0727,18,B,26,body,1,5,0.451407,1,1,1,,0,0,0,0,48.03
book-18-p0783,18,B,14,body,1,8,0.377446,1,1,0,outside-changed,1,1,0,0,54.48
book-18-p0787,18,B,0,body,2,9,0.561094,0,1,1,,0,0,2,3,39.19
book-18-p0787,18,B,1,body,1,2,0.304283,1,1,1,,0,0,0,0,27.60
book-18-p0787,18,B,6,body,1,6,0.391759,1,1,1,,0,0,0,0,43.45
book-18-p0787,18,B,18,body,1,1,0.502642,0,1,1,,0,0,1,1,28.18
book-18-p0787,18,B,21,body,1,7,0.421998,1,1,0,outside-changed,1,1,0,0,38.52
book-18-p0787,18,B,22,body,1,5,0.423821,0,1,1,,0,0,1,2,19.89
book-18-p0796,18,B,17,body,1,8,0.531201,1,1,1,,0,0,0,0,31.21
book-18-p0804,18,B,0,body,1,3,0.532790,0,1,1,,0,0,1,1,35.74
book-18-p0808,18,B,11,body,1,7,0.558124,0,1,1,,0,0,1,3,32.51
book-18-p0808,18,B,12,body,1,5,0.505861,1,1,1,,0,0,1,4,38.55
book-18-p0808,18,B,29,body,2,4,0.143271,0,1,1,,0,0,2,2,28.06
book-18-p0827,18,B,0,body,1,4,0.270522,0,1,1,,0,0,1,1,28.82
book-18-p0827,18,B,1,body,1,1,0.355043,0,1,1,,0,0,1,2,44.88
book-18-p0827,18,B,2,body,1,4,0.559002,1,1,1,,0,0,0,0,33.25
book-18-p0827,18,B,3,body,1,4,0.411693,0,1,1,,0,0,1,1,20.16
book-18-p0827,18,B,5,body,1,3,0.422084,0,1,1,,0,0,1,2,36.41
book-18-p0827,18,B,6,body,1,10,0.294199,0,1,1,,0,0,1,4,45.24
book-18-p0827,18,B,7,body,1,6,0.473977,1,1,1,,0,0,0,0,14.53
book-18-p0827,18,B,9,body,1,5,0.427315,0,1,1,,0,0,1,1,20.02
book-18-p0827,18,B,13,body,1,6,0.513004,1,1,1,,0,0,0,0,31.01
book-18-p0827,18,B,15,body,1,3,0.544680,1,1,1,,0,0,0,0,37.06
book-18-p0827,18,B,19,body,1,5,0.472694,0,1,1,,0,0,1,1,30.88
book-18-p0827,18,B,20,body,1,8,0.571734,0,1,1,,0,0,1,1,25.27
book-18-p0827,18,B,23,body,1,9,0.463186,0,1,1,,0,0,1,3,31.29
book-18-p0827,18,B,24,body,1,6,0.291656,0,1,1,,0,0,1,1,33.78
book-18-p0827,18,B,25,body,1,2,0.505129,0,1,1,,0,0,1,1,15.26
book-18-p0827,18,B,28,body,2,16,0.376657,0,1,1,,0,0,1,1,16.97
book-18-p0841,18,B,1,body,1,8,0.371065,0,1,1,,0,0,1,2,20.84
book-18-p0841,18,B,2,body,1,11,0.493887,0,1,1,,0,0,1,1,39.65
book-18-p0841,18,B,3,body,1,7,0.488999,0,1,1,,0,0,1,2,17.24
book-18-p0841,18,B,4,body,1,5,0.541644,0,1,1,,0,0,1,2,63.41
book-18-p0841,18,B,5,body,1,5,0.386973,0,1,1,,0,0,1,3,16.72
book-18-p0841,18,B,6,body,2,16,0.451274,0,1,1,,0,0,2,3,10.47
book-18-p0841,18,B,14,body,1,6,0.510843,0,1,1,,0,0,1,2,23.84
book-18-p0841,18,B,18,body,1,9,0.495831,1,1,1,,0,0,0,0,37.72
book-18-p0841,18,B,19,body,1,4,0.325703,0,1,1,,0,0,1,3,41.80
book-18-p0841,18,B,20,body,1,7,0.514686,1,1,1,,0,0,0,0,24.87
book-18-p0841,18,B,28,body,1,2,0.396481,0,1,1,,0,0,1,2,34.50
book-18-p0848,18,B,8,body,1,2,0.451502,1,1,1,,0,0,0,0,32.55
book-18-p0848,18,B,14,body,1,5,0.587373,1,1,1,,0,0,0,0,23.69
book-18-p0848,18,B,22,body,1,4,0.533268,0,1,1,,0,0,1,2,55.76
book-18-p0848,18,B,25,body,1,3,0.410801,1,1,1,,0,0,0,0,15.94
book-18-p0848,18,B,29,body,1,4,0.458096,0,1,1,,0,0,1,2,20.53
book-18-p0867,18,B,2,title,1,2,0.184672,1,1,1,,0,0,0,0,53.27
book-18-p0867,18,B,10,body,1,4,0.416311,0,1,1,,0,0,1,1,25.27
book-18-p0867,18,B,11,body,1,8,0.471282,0,1,1,,0,0,1,1,12.13
book-18-p0867,18,B,14,body,1,2,0.506134,1,1,1,,0,0,0,0,22.16
book-18-p0867,18,B,16,body,1,3,0.583325,1,1,1,,0,0,0,0,30.20
book-18-p0867,18,B,18,body,1,5,0.574993,0,1,1,,0,0,1,1,51.39
book-18-p0867,18,B,20,body,1,3,0.542800,0,1,1,,0,0,1,2,24.78
book-18-p0867,18,B,28,body,1,3,0.375500,1,1,1,,0,0,0,0,31.07
book-18-p0947,18,B,1,body,1,11,0.562259,0,1,1,,0,0,1,1,16.90
book-18-p0947,18,B,5,body,2,9,0.414205,0,1,1,,0,0,2,8,47.95
book-18-p0947,18,B,16,body,1,2,0.312740,0,1,1,,0,0,1,1,35.20
book-18-p0947,18,B,25,body,1,5,0.572161,0,1,1,,0,0,1,2,20.41
book-18-p0961,18,B,1,body,1,3,0.545095,1,1,1,,0,0,0,0,33.60
book-18-p0961,18,B,25,body,1,9,0.583420,0,1,1,,0,0,1,1,20.12
book-18-p0964,18,B,4,body,1,7,0.219027,0,1,1,,0,0,1,2,16.96
book-18-p0964,18,B,24,body,1,5,0.575255,0,1,1,,0,0,1,3,35.23
book-19-p0063,19,B,16,body,1,6,0.564270,0,1,1,,0,0,1,3,17.69
book-19-p0222,19,B,27,body,1,2,0.381530,0,1,1,,0,0,1,1,29.75
book-19-p0486,19,B,11,body,1,5,0.592551,1,1,1,,0,0,0,0,25.39
book-19-p0486,19,B,20,body,1,6,0.544204,0,1,1,,0,0,1,2,21.32
book-19-p0521,19,B,1,body,1,9,0.534018,0,1,1,,0,0,1,2,12.87
book-19-p0521,19,B,5,body,1,6,0.444573,0,1,1,,0,0,1,1,17.29
book-19-p0521,19,B,12,title,1,5,0.507218,0,1,1,,0,0,1,1,25.09
book-19-p0521,19,B,15,body,1,3,0.538469,0,1,1,,0,0,1,1,9.92
book-19-p0521,19,B,26,body,1,6,0.518015,0,1,1,,0,0,1,1,44.01
book-19-p0541,19,B,19,title,1,6,0.596977,0,1,1,,0,0,1,1,13.51
book-19-p0541,19,B,20,body,1,4,0.464176,0,1,1,,0,0,1,4,25.41
book-19-p0541,19,B,27,body,1,3,0.317953,0,1,1,,0,0,1,1,16.37
book-19-p0541,19,B,28,body,1,3,0.517721,1,1,1,,0,0,0,0,17.45
book-19-p0810,19,B,9,body,1,7,0.586808,0,1,1,,0,0,1,4,23.53
book-19-p0870,19,B,26,body,1,4,0.551969,0,1,1,,0,0,1,4,25.91
book-20-p0001,20,B,0,body,1,4,0.429311,0,1,1,,0,0,1,2,12.86
book-20-p0001,20,B,1,body,1,7,0.505827,1,1,1,,0,0,0,0,15.30
book-20-p0001,20,B,2,body,2,13,0.244864,0,1,1,,0,0,2,9,54.88
book-20-p0001,20,B,3,body,2,16,0.416310,1,1,1,,0,0,0,0,39.73
book-20-p0001,20,B,4,body,2,19,0.439944,0,1,1,,0,0,2,4,41.27
book-20-p0001,20,B,5,body,2,13,0.140833,0,1,1,,0,0,1,2,28.12
book-20-p0001,20,B,6,body,2,14,0.567822,0,1,1,,0,0,1,2,16.86
book-20-p0001,20,B,7,body,1,12,0.515185,1,1,0,outside-changed,1,5,0,0,42.87
book-20-p0044,20,B,2,body,1,10,0.411833,0,1,1,,0,0,1,3,9.81
book-20-p0044,20,B,13,body,1,10,0.556567,1,1,1,,0,0,0,0,36.24
book-20-p0089,20,B,1,title,1,8,0.595191,0,1,1,,0,0,1,2,36.85
book-20-p0089,20,B,4,body,1,5,0.537203,1,1,1,,0,0,0,0,47.02
book-20-p0089,20,B,13,body,1,8,0.493978,0,1,1,,0,0,1,2,45.65
book-20-p0121,20,B,13,body,1,7,0.509221,0,1,1,,0,0,1,1,32.66
book-20-p0221,20,B,3,body,1,5,0.525385,0,1,1,,0,0,1,1,45.67
book-20-p0224,20,B,9,body,1,7,0.388814,0,1,1,,0,0,1,1,55.19
book-20-p0224,20,B,10,body,1,6,0.422639,0,1,1,,0,0,1,3,28.65
book-20-p0240,20,B,27,body,1,8,0.493055,0,1,1,,0,0,1,1,35.60
book-20-p0320,20,B,7,body,1,9,0.525209,0,1,1,,0,0,1,4,31.97
book-20-p0320,20,B,18,body,1,4,0.546295,0,1,1,,0,0,1,1,25.39
book-20-p0320,20,B,20,body,1,12,0.516467,0,1,1,,0,0,1,3,19.00
book-20-p0366,20,B,9,body,1,6,0.449091,0,1,1,,0,0,1,1,20.49
book-20-p0378,20,B,1,body,1,4,0.513418,1,1,0,outside-changed,1,1,0,0,29.39
book-20-p0378,20,B,5,body,1,3,0.215844,1,1,1,,0,0,0,0,15.24
book-20-p0378,20,B,16,body,1,3,0.373203,0,1,1,,0,0,1,3,41.64
book-20-p0391,20,B,8,body,1,8,0.590758,0,1,1,,0,0,1,1,30.39
book-20-p0391,20,B,18,body,1,5,0.588486,1,1,1,,0,0,0,0,37.69
book-20-p0398,20,B,0,body,1,6,0.456518,0,1,1,,0,0,1,1,37.43
book-20-p0470,20,B,0,body,1,5,0.548080,0,1,1,,0,0,1,2,13.11
book-20-p0486,20,B,6,body,1,6,0.543397,0,1,1,,0,0,1,2,7.58
book-20-p0486,20,B,11,body,1,6,0.302860,0,1,1,,0,0,1,2,15.52
book-20-p0489,20,B,18,body,1,6,0.481045,0,1,1,,0,0,1,1,6.20
book-20-p0521,20,B,13,body,1,9,0.509530,1,1,1,,0,0,0,0,7.48
book-20-p0521,20,B,24,body,1,5,0.360250,1,1,1,,0,0,0,0,19.94
book-20-p0540,20,B,18,title,1,2,0.543962,0,1,1,,0,0,1,1,9.67
book-20-p0540,20,B,22,body,1,2,0.499036,1,1,1,,0,0,0,0,18.14
book-20-p0544,20,B,28,body,1,5,0.574896,0,1,1,,0,0,1,1,16.41
book-20-p0616,20,B,1,body,1,6,0.224626,1,1,1,,0,0,0,0,22.94
book-20-p0616,20,B,9,body,1,14,0.591624,0,1,1,,0,0,1,2,18.00
book-20-p0616,20,B,22,body,1,3,0.550662,1,0,0,unparsed,0,0,0,0,66.82
book-20-p0616,20,B,26,body,1,5,0.416882,0,1,1,,0,0,1,1,17.31
book-20-p0814,20,B,29,body,1,7,0.551608,0,1,1,,0,0,1,1,23.72
book-20-p0903,20,B,4,body,1,4,0.577220,0,1,1,,0,0,1,1,27.31
book-20-p0903,20,B,12,body,1,6,0.530224,1,1,1,,0,0,0,0,17.58
book-20-p0903,20,B,20,body,1,2,0.519631,1,1,1,,0,0,0,0,64.21
book-20-p1000,20,B,21,body,1,6,0.563745,1,1,1,,0,0,0,0,28.14
book-20-p1032,20,B,7,body,1,8,0.542998,0,1,1,,0,0,1,4,22.49
book-20-p1032,20,B,13,title,1,8,0.448193,0,1,1,,0,0,1,2,66.68
book-20-p1032,20,B,16,title,1,5,0.573444,1,1,1,,0,0,0,0,11.08
book-20-p1032,20,B,17,title,1,5,0.291788,0,1,1,,0,0,1,1,15.84
book-21-p0002,21,B,0,body,1,7,0.521675,1,0,0,unparsed,0,0,0,0,42.07
book-21-p0002,21,B,2,body,1,9,0.522989,1,1,1,,0,0,0,0,41.40
book-21-p0002,21,B,3,body,1,4,0.225419,0,1,1,,0,0,1,6,12.01
book-21-p0002,21,B,4,body,2,8,0.316564,0,1,1,,0,0,1,1,21.60
book-21-p0002,21,B,5,body,2,14,0.379977,0,1,1,,0,0,1,9,19.92
book-21-p0002,21,B,6,body,2,11,0.311439,0,1,1,,0,0,2,3,36.20
book-21-p0002,21,B,8,body,1,12,0.556975,0,1,1,,0,0,1,3,35.85
book-21-p0002,21,B,9,body,4,34,0.459957,0,1,1,,0,0,2,9,34.93
book-21-p0002,21,B,10,body,2,14,0.260086,0,1,1,,0,0,2,8,17.18
book-21-p0002,21,B,14,body,1,14,0.485736,1,1,1,,0,0,0,0,34.05
book-21-p0002,21,B,16,body,1,6,0.526001,0,1,1,,0,0,1,1,38.16
book-21-p0002,21,B,17,body,2,8,0.316669,0,1,1,,0,0,1,6,44.51
book-21-p0002,21,B,18,body,1,10,0.513727,1,1,1,,0,0,0,0,28.22
book-21-p0002,21,B,19,body,2,4,0.455572,0,1,1,,0,0,1,1,35.67
book-21-p0002,21,B,23,body,1,7,0.378759,0,1,1,,0,0,1,4,24.49
book-21-p0002,21,B,25,body,3,21,0.334013,0,1,1,,0,0,1,3,46.83
book-21-p0002,21,B,26,body,2,25,0.321313,0,1,1,,0,0,1,2,28.16
book-21-p0002,21,B,28,body,1,7,0.574816,0,1,1,,0,0,1,4,23.12
book-21-p0002,21,B,32,body,3,14,0.397114,0,1,1,,0,0,1,1,21.30
book-21-p0002,21,B,34,body,2,15,0.496146,0,1,1,,0,0,2,2,13.70
book-21-p0131,21,B,5,body,1,4,0.511638,0,1,1,,0,0,1,2,10.17
book-21-p0266,21,B,2,body,1,6,0.507340,1,1,1,,0,0,0,0,11.46
book-21-p0266,21,B,16,body,1,4,0.345165,0,1,1,,0,0,1,1,20.81
book-21-p0379,21,B,24,body,1,2,0.437093,0,1,1,,0,0,1,2,18.27
book-21-p0400,21,B,16,body,1,14,0.590440,1,1,1,,0,0,0,0,24.03
book-21-p0400,21,B,24,body,1,10,0.507296,0,1,1,,0,0,1,5,36.36
book-21-p0421,21,B,9,body,1,6,0.483481,1,1,1,,0,0,0,0,23.08
book-21-p0421,21,B,27,body,1,8,0.532769,0,1,1,,0,0,1,2,34.60
book-21-p0498,21,B,1,body,1,6,0.555018,0,1,1,,0,0,1,2,30.04
book-21-p0511,21,B,21,body,1,7,0.552347,1,1,1,,0,0,0,0,36.70
book-21-p0663,21,B,26,body,1,10,0.558228,0,1,1,,0,0,1,4,31.90
book-21-p0698,21,B,0,body,1,4,0.573982,1,1,1,,0,0,0,0,40.54
book-21-p0698,21,B,14,body,1,5,0.313415,1,1,1,,0,0,0,0,24.23
book-21-p0737,21,B,16,body,1,5,0.577009,0,1,1,,0,0,1,2,31.49
book-21-p0737,21,B,22,body,2,13,0.393187,0,1,1,,0,0,2,3,30.96
book-21-p0737,21,B,25,body,1,10,0.568740,1,1,1,,0,0,0,0,31.03
book-21-p0793,21,B,18,body,1,8,0.542311,1,1,1,,0,0,0,0,30.77
book-21-p0793,21,B,23,body,1,6,0.581780,0,1,1,,0,0,1,4,26.67
book-21-p0793,21,B,28,body,1,2,0.379142,0,1,1,,0,0,1,1,27.92
book-21-p0836,21,B,5,title,1,6,0.581228,0,1,1,,0,0,1,1,24.67
book-21-p0836,21,B,25,body,1,6,0.527824,1,1,1,,0,0,1,2,29.33
book-22-p0001,22,B,0,body,1,4,0.414328,1,1,1,,0,0,0,0,19.93
book-22-p0001,22,B,1,body,2,16,0.274083,1,1,1,,0,0,0,0,52.61
book-22-p0001,22,B,2,body,3,17,0.241084,0,1,1,,0,0,2,3,43.45
book-22-p0001,22,B,3,body,3,15,0.290932,0,1,1,,0,0,3,3,20.41
book-22-p0001,22,B,4,body,2,7,0.167437,0,1,1,,0,0,1,1,37.56
book-22-p0001,22,B,5,body,2,16,0.216744,1,0,0,unparsed,0,0,0,0,40.48
book-22-p0001,22,B,6,body,1,14,0.333159,0,1,1,,0,0,1,2,23.92
book-22-p0024,22,B,1,body,1,3,0.465649,1,1,1,,0,0,0,0,32.68
book-22-p0024,22,B,7,body,1,11,0.506299,0,1,1,,0,0,1,5,40.74
book-22-p0024,22,B,14,body,1,2,0.527729,0,1,1,,0,0,1,1,41.80
book-22-p0024,22,B,25,body,1,9,0.386793,0,1,1,,0,0,1,1,23.20
book-22-p0116,22,B,15,body,1,3,0.285910,0,1,1,,0,0,1,1,41.60
book-22-p0126,22,B,32,body,1,10,0.473729,0,1,1,,0,0,1,1,30.67
book-22-p0265,22,B,24,body,1,4,0.508657,0,1,1,,0,0,1,1,46.86
book-22-p0265,22,B,31,body,1,10,0.518906,1,1,1,,0,0,0,0,18.47
book-22-p0267,22,B,2,body,1,7,0.584317,0,1,1,,0,0,1,1,35.22
book-22-p0282,22,B,0,body,1,5,0.518212,0,1,1,,0,0,1,3,41.77
book-22-p0282,22,B,17,body,1,9,0.578573,1,1,1,,0,0,0,0,39.19
book-22-p0323,22,B,15,body,1,7,0.539232,0,1,1,,0,0,1,3,40.59
book-22-p0323,22,B,23,body,1,13,0.552200,0,1,1,,0,0,1,1,29.13
book-22-p0323,22,B,32,body,1,8,0.578087,1,1,1,,0,0,0,0,25.35
book-22-p0340,22,B,0,body,1,3,0.568072,1,1,1,,0,0,0,0,36.61
book-22-p0340,22,B,16,body,1,8,0.586376,1,1,1,,0,0,0,0,16.42
book-22-p0340,22,B,24,body,1,10,0.502740,0,1,1,,0,0,1,1,18.11
book-22-p0368,22,B,20,body,2,14,0.536386,1,1,1,,0,0,0,0,29.80
book-22-p0368,22,B,21,body,1,6,0.559814,0,1,1,,0,0,1,2,22.02
book-22-p0424,22,B,17,body,1,2,0.533237,1,1,1,,0,0,0,0,21.17
book-22-p0436,22,B,24,body,1,8,0.585806,0,1,1,,0,0,1,1,19.91
book-22-p0436,22,B,27,body,1,5,0.573852,0,1,1,,0,0,1,1,16.12
book-22-p0452,22,B,33,body,1,5,0.495815,1,1,1,,0,0,0,0,19.89
book-22-p0504,22,B,33,body,1,10,0.586609,1,1,1,,0,0,0,0,20.61
book-22-p0613,22,B,0,body,1,4,0.402361,1,1,1,,0,0,0,0,15.75
book-22-p0616,22,B,22,body,1,4,0.399251,1,1,1,,0,0,0,0,14.83
book-22-p0616,22,B,33,body,1,5,0.474577,0,1,1,,0,0,1,1,45.79
book-22-p0643,22,B,2,body,1,9,0.570806,1,1,1,,0,0,0,0,15.15
book-22-p0643,22,B,3,body,1,4,0.540463,0,1,1,,0,0,1,1,43.39
book-22-p0679,22,B,7,body,1,3,0.571468,0,1,1,,0,0,1,3,28.17
book-22-p0704,22,B,14,body,1,6,0.589798,1,1,1,,0,0,0,0,45.09
book-22-p0709,22,B,15,body,1,6,0.573657,0,1,1,,0,0,1,1,26.50
book-23-p0135,23,B,30,body,1,7,0.544249,1,1,1,,0,0,0,0,29.17
book-23-p0184,23,B,6,body,1,3,0.500522,0,1,1,,0,0,1,5,29.68
book-23-p0184,23,B,10,body,1,5,0.510530,1,1,1,,0,0,0,0,12.73
book-23-p0187,23,B,7,body,1,5,0.491410,1,1,1,,0,0,0,0,30.67
book-23-p0302,23,B,17,body,1,5,0.557628,1,1,1,,0,0,0,0,33.95
book-23-p0302,23,B,24,body,1,9,0.543961,0,1,1,,0,0,1,6,18.85
book-23-p0310,23,B,31,body,1,5,0.462428,0,1,1,,0,0,1,1,14.32
book-23-p0336,23,B,2,body,1,10,0.549575,0,1,1,,0,0,1,2,12.41
book-23-p0336,23,B,26,body,1,5,0.533648,1,1,1,,0,0,0,0,26.84
book-23-p0336,23,B,31,body,1,4,0.597652,0,1,1,,0,0,1,1,19.42
book-23-p0353,23,B,13,body,1,4,0.518762,0,1,1,,0,0,1,1,20.94
book-23-p0366,23,B,8,body,1,10,0.571844,1,1,1,,0,0,0,0,26.25
book-23-p0366,23,B,12,body,1,6,0.503673,0,1,1,,0,0,1,2,13.11
book-23-p0366,23,B,17,body,1,10,0.550122,1,1,1,,0,0,0,0,17.05
book-23-p0366,23,B,23,body,1,9,0.577618,0,1,1,,0,0,1,1,41.79
book-23-p0366,23,B,24,body,1,12,0.460163,0,1,1,,0,0,1,2,52.49
book-23-p0366,23,B,30,body,1,4,0.382143,0,1,1,,0,0,1,1,11.06
book-23-p0376,23,B,30,body,1,12,0.530924,1,1,1,,0,0,0,0,17.29
book-23-p0396,23,B,0,body,1,3,0.477092,1,1,1,,0,0,0,0,18.19
book-23-p0435,23,B,3,body,1,10,0.518143,1,1,1,,0,0,0,0,19.45
book-23-p0435,23,B,10,body,1,9,0.525409,0,1,1,,0,0,1,1,17.20
book-23-p0501,23,B,9,body,1,2,0.472142,1,1,1,,0,0,0,0,16.96
book-23-p0501,23,B,12,body,1,4,0.503867,0,1,1,,0,0,1,1,22.28
book-23-p0501,23,B,17,title,1,10,0.458738,0,1,1,,0,0,1,5,49.74
book-23-p0545,23,B,5,body,1,5,0.374044,0,1,1,,0,0,1,3,15.42
book-23-p0545,23,B,30,body,1,8,0.366268,0,1,1,,0,0,1,5,42.10
book-23-p0555,23,B,14,body,1,9,0.542541,1,1,1,,0,0,0,0,52.38
book-23-p0555,23,B,31,body,1,3,0.471115,1,1,0,outside-changed,1,1,0,0,34.93
book-23-p0603,23,B,1,body,1,14,0.573129,0,1,1,,0,0,1,1,45.30
book-23-p0603,23,B,23,body,1,3,0.518707,1,1,1,,0,0,0,0,13.82
book-23-p0603,23,B,24,body,1,3,0.558087,0,1,1,,0,0,1,2,24.87
book-23-p0666,23,B,9,body,1,3,0.341444,0,1,1,,0,0,1,4,34.07
book-23-p0851,23,B,9,body,1,10,0.576621,0,1,1,,0,0,1,2,11.60
book-23-p0851,23,B,20,body,1,6,0.536904,1,1,1,,0,0,1,2,25.88
book-24-p0062,24,B,1,body,1,7,0.551698,1,1,1,,0,0,0,0,23.14
book-24-p0109,24,B,32,body,1,6,0.548327,0,1,1,,0,0,1,3,25.46
book-24-p0112,24,B,15,body,1,6,0.481328,0,1,1,,0,0,1,4,13.84
book-24-p0200,24,B,1,body,1,7,0.487693,0,1,1,,0,0,1,2,14.02
book-24-p0200,24,B,23,body,2,12,0.533949,0,1,1,,0,0,2,2,12.68
book-24-p0243,24,B,2,body,1,7,0.566376,0,1,1,,0,0,1,2,14.17
book-24-p0243,24,B,21,body,1,9,0.571921,0,1,1,,0,0,1,3,16.87
book-24-p0243,24,B,29,body,1,6,0.366629,0,1,1,,0,0,1,1,9.98
book-24-p0302,24,B,2,body,1,4,0.318784,0,1,1,,0,0,1,2,15.48
book-24-p0302,24,B,32,body,1,8,0.210681,0,1,1,,0,0,1,3,15.16
book-24-p0317,24,B,12,body,1,4,0.534492,0,1,1,,0,0,1,2,13.86
book-24-p0317,24,B,17,body,1,1,0.464742,0,1,1,,0,0,1,1,14.84
book-24-p0317,24,B,23,body,1,9,0.525066,0,1,1,,0,0,1,2,26.71
book-24-p0325,24,B,31,body,1,7,0.419057,0,1,1,,0,0,1,3,16.50
book-24-p0392,24,B,12,body,1,10,0.516435,0,1,1,,0,0,1,1,12.85
book-24-p0392,24,B,28,body,1,6,0.597553,0,1,1,,0,0,1,2,38.82
book-24-p0392,24,B,32,body,1,2,0.512730,0,1,1,,0,0,1,1,20.07
book-24-p0404,24,B,2,body,1,3,0.588827,0,1,1,,0,0,1,1,25.04
book-24-p0404,24,B,10,body,1,6,0.547589,0,1,1,,0,0,1,1,35.35
book-24-p0404,24,B,14,body,1,7,0.520801,0,1,1,,0,0,1,2,20.39
book-24-p0404,24,B,21,body,1,6,0.541349,0,1,1,,0,0,1,1,20.69
book-24-p0404,24,B,27,body,1,4,0.599776,0,1,1,,0,0,1,3,17.07
book-24-p0409,24,B,27,body,1,5,0.286225,0,1,1,,0,0,1,2,42.11
book-24-p0434,24,B,0,body,1,7,0.335408,0,1,1,,0,0,1,1,35.12
book-24-p0434,24,B,32,body,1,3,0.356642,0,1,1,,0,0,1,1,13.52
book-24-p0436,24,B,2,title,1,3,0.575120,1,1,0,outside-changed,1,1,0,0,18.36
book-24-p0436,24,B,15,body,1,2,0.507644,1,1,1,,0,0,0,0,21.24
book-24-p0436,24,B,18,body,1,7,0.465114,0,1,1,,0,0,1,2,23.02
book-24-p0436,24,B,25,body,1,10,0.472427,0,1,1,,0,0,1,1,13.81
book-24-p0444,24,B,23,body,1,5,0.551333,0,1,1,,0,0,1,1,24.64
book-24-p0456,24,B,9,body,1,7,0.537633,1,1,1,,0,0,0,0,21.12
book-24-p0456,24,B,13,body,1,1,0.119911,1,1,1,,0,0,0,0,24.13
book-24-p0471,24,B,26,body,1,5,0.522022,0,1,1,,0,0,1,1,19.60
book-24-p0480,24,B,23,body,1,7,0.568870,0,1,1,,0,0,1,3,27.10
book-24-p0480,24,B,32,body,1,4,0.516794,0,1,1,,0,0,1,2,24.59
book-24-p0481,24,B,9,body,1,6,0.555081,1,1,1,,0,0,0,0,23.52
book-24-p0481,24,B,20,body,1,7,0.573708,1,1,1,,0,0,0,0,26.15
book-24-p0506,24,B,14,body,1,4,0.354579,0,1,1,,0,0,1,1,23.52
book-24-p0506,24,B,30,body,1,4,0.520642,0,1,1,,0,0,1,1,29.12
book-24-p0562,24,B,24,body,1,5,0.552961,1,1,1,,0,0,0,0,34.73
book-24-p0562,24,B,30,body,1,5,0.547480,0,1,1,,0,0,1,3,38.60
book-24-p0562,24,B,31,body,1,3,0.521040,0,1,1,,0,0,1,2,22.89
book-24-p0562,24,B,32,body,1,3,0.594388,0,1,1,,0,0,1,1,35.72
book-24-p0562,24,B,33,body,1,12,0.597285,0,1,1,,0,0,1,8,15.11
book-24-p0734,24,B,0,body,1,3,0.466269,0,1,1,,0,0,1,1,33.39
book-24-p0734,24,B,21,body,1,9,0.589997,1,1,1,,0,0,0,0,25.25
book-24-p0752,24,B,11,body,1,5,0.572931,0,1,1,,0,0,1,3,31.90
book-24-p0752,24,B,25,body,1,7,0.554292,0,1,1,,0,0,1,2,28.54
book-24-p0880,24,B,3,body,1,2,0.479205,1,1,1,,0,0,0,0,39.84
